iter	Passed	Remaining
4776	57482	2683
4777	57496	2671
4778	57510	2659
4779	57521	2647
4780	57534	2635
4781	57548	2623
4782	57563	2611
4783	57581	2599
4784	57591	2587
4785	57602	2575
4786	57615	2563
4787	57629	2551
4788	57642	2539
4789	57653	2527
4790	57665	2515
4791	57679	2503
4792	57691	2491
4793	57703	2479
4794	57715	2467
4795	57729	2455
4796	57743	2443
4797	57756	2431
4798	57767	2419
4799	57778	2407
4800	57791	2395
4801	57801	2383
4802	57814	2371
4803	57828	2359
4804	57840	2347
4805	57850	2335
4806	57862	2323
4807	57876	2311
4808	57886	2299
4809	57897	2287
4810	57911	2275
4811	57924	2263
4812	57933	2250
4813	57944	2238
4814	57957	2226
4815	57968	2214
4816	57978	2202
4817	57991	2190
4818	58003	2178
4819	58016	2166
4820	58028	2154
4821	58040	2142
4822	58050	2130
4823	58060	2118
4824	58073	2106
4825	58085	2094
4826	58095	2082
4827	58109	2070
4828	58121	2058
4829	58133	2046
4830	58144	2034
4831	58158	2022
4832	58170	2010
4833	58181	1997
4834	58192	1985
4835	58204	1973
4836	58214	1961
4837	58225	1949
4838	58238	1937
4839	58251	1925
4840	58263	1913
4841	58274	1901
4842	58287	1889
4843	58299	1877
4844	58309	1865
4845	58323	1853
4846	58337	1841
4847	58349	1829
4848	58359	1817
4849	58372	1805
4850	58384	1793
4851	58394	1781
4852	58406	1769
4853	58417	1757
4854	58428	1745
4855	58439	1732
4856	58451	1720
4857	58464	1708
4858	58474	1696
4859	58487	1684
4860	58500	1672
4861	58511	1660
4862	58521	1648
4863	58534	1636
4864	58545	1624
4865	58566	1612
4866	58577	1600
4867	58588	1588
4868	58601	1576
4869	58613	1564
4870	58624	1552
4871	58635	1540
4872	58647	1528
4873	58658	1516
4874	58669	1504
4875	58681	1492
4876	58692	1480
4877	58705	1468
4878	58718	1456
4879	58731	1444
4880	58741	1432
4881	58753	1420
4882	58767	1408
4883	58781	1396
4884	58791	1384
4885	58803	1371
4886	58815	1359
4887	58827	1347
4888	58838	1335
4889	58849	1323
4890	58862	1311
4891	58872	1299
4892	58884	1287
4893	58897	1275
4894	58911	1263
4895	58922	1251
4896	58933	1239
4897	58944	1227
4898	58955	1215
4899	58967	1203
4900	58979	1191
4901	58992	1179
4902	59002	1167
4903	59014	1155
4904	59026	1143
4905	59037	1131
4906	59049	1119
4907	59063	1107
4908	59074	1095
4909	59085	1083
4910	59097	1070
4911	59110	1058
4912	59121	1046
4913	59132	1034
4914	59144	1022
4915	59156	1010
4916	59168	998
4917	59180	986
4918	59193	974
4919	59202	962
4920	59213	950
4921	59227	938
4922	59240	926
4923	59251	914
4924	59262	902
4925	59274	890
4926	59284	878
4927	59294	866
4928	59306	854
4929	59317	842
4930	59329	830
4931	59342	818
4932	59355	806
4933	59365	794
4934	59376	782
4935	59387	770
4936	59398	757
4937	59410	745
4938	59422	733
4939	59432	721
4940	59444	709
4941	59458	697
4942	59470	685
4943	59480	673
4944	59492	661
4945	59504	649
4946	59514	637
4947	59525	625
4948	59539	613
4949	59555	601
4950	59566	589
4951	59576	577
4952	59590	565
4953	59603	553
4954	59618	541
4955	59628	529
4956	59640	517
4957	59653	505
4958	59664	493
4959	59675	481
4960	59688	469
4961	59700	457
4962	59711	445
4963	59722	433
4964	59733	421
4965	59744	409
4966	59756	397
4967	59767	384
4968	59778	372
4969	59789	360
4970	59803	348
4971	59813	336
4972	59823	324
4973	59835	312
4974	59846	300
4975	59856	288
4976	59870	276
4977	59883	264
4978	59896	252
4979	59907	240
4980	59921	228
4981	59935	216
4982	59947	204
4983	59957	192
4984	59969	180
4985	59980	168
4986	59990	156
4987	60003	144
4988	60018	132
4989	60029	120
4990	60040	108
4991	60069	96
4992	60080	84
4993	60090	72
4994	60102	60
4995	60116	48
4996	60126	36
4997	60137	24
4998	60149	12
4999	60161	0
